id,author,published_date,pseudonymized_body,pseudonymized_title,url
1197,Jerra Mae Librea,"Jan 21, 2024","Ang modern public utility jeepneys (MPUJ) modala og mga pasahero paingon ug gikan sa Mactan Island paingon sa Sinulog Grand Parade venue sa South Road Properties (SRP) sa Cebu City agi sa Cebu-Cordova Link Expressway (CCLEX) karong Dominggo, Enero 21, 2024 .Kini ang unang higayon nga ang mga PUJ motadlas sa CCLEX. Ang mga modernong PUJ lang nga adunay special permit tugotan nga makaagi sa expressway. Ang mga modernong PUJ pabayron usab og discounted toll gikan sa regular fee sa Class 2 nga mga sakyanan nga P180 ngadto na lang sa P120.“We are happy to announce that local government units and the Land Transportation Franchising and Regulatory Board (LTFRB) have allowed some modern PUJs to use the CCLEX to help devotees cross to the SRP to watch the grand parade,” matod ni Gemon G. Stanley, presidente ug general manager sa Cebu Cordova Link Expressway Corporation (CCLEC). “This is a preview of what will happen in the future because there is a pending request for public utility vehicles to be allowed to use the CCLEX,” dugang ni Stanley. Ang mga rota alang sa modernong mga PUJ mao ang:• Looc – Babag ngadto sa SRP pinaagi sa CCLEX ug vice versa. • Mactan Newtown paingon sa SM Seaside City Cebu paingon sa Plaza Independencia pinaagi sa Marigondon Crossing – CCLEX ug vice versa. Ang pletihan kay P14 sa unang upat ka kilometro ug P2. 20 sa matag mosunod nga kilometro. Magpabiling bukas ang CCLEX sa tanang motorista, pedestrian, ug bikers atol sa Sinulog Grand Parade. Ang mga pedestrian ug bike lane sa CCLEX bukas gikan sa alas 5 sa buntag hangtod sa alas 5 sa hapon, nga adunay cut-off nga oras sa alas 3:30 sa hapon. Giawhag ang mga motorista nga gamiton ug i-reload ang ilang CCLEX RFID para sa usa ka hapsay ug sayon nga eksperyensya sa expressway. Mahimo nilang i-reload ang ilang RFID accounts gamit ang MPT DriveHub app, pinaagi sa CCLEX Customer Service Centers duol sa Toll Plaza, o sa bisan unsang EC Pay over-the-counter partners. Sa dakbayan sa Talisay, duna say 27 ka mga modern PUJ nga gihatagan og special permit sa Land Transportation Franchising and Regulatory Board (LTFRB 7) aron mamasahero gikan sa Talisay paingon sa South Road Properties (SRP) vice versa karong adlawa, Enero 21. Ang plitehan P14 sa unang upat ka kilometro ug P2 matag mosunod nga kilometro.",MPUJs makapamasahero agi sa CCLEX,https://www.sunstar.com.ph/superbalita-cebu/mpujs-makapamasahero-agi-sa-cclex
1199,Dario V. Gil,"Jan 20, 2024","Nagtingkagol karon sa bilanggoan sa Pinamungajan Municipal Police Station ang duha nga giilang high value individuals (HVI) nga drug pushers sa buy-bust sa Barangay Tajao, lungsod sa Pinamungajan, alas 3:00 sa hapon sa Huwebes, Enero 18, 2024. Ang mga suspek giila nga sila si Dean Dean Logrono, 27, ulitawo, taga Brgy. Malalad, siyudad sa Toledo, ug si Glena Brillantes, 37, minyo, taga Brgy. Poblacion, dakbayan sa Toledo. Ang duha nasikop sa buy-bust nga gilusad sa mga sakop sa Municipal Drugs Enforcement Unit sa maong lungsod nga gipangulohan sa ilang hepe nga Police Maj. Gilfred Baroman pinaagi sa koordinasyon sa Philippine Drug Enforcement Agency (PDEA 7). Sa pakisusi nasuta nga ang maong mga suspek na-validate sa kapulisan sa Pinamungajan nga ang duha nagkunsabo sa pagpamaligya og shabu sa Pinamungajan hinungdan nga gilusad ang buy-bust. Ang mga suspek nakuhaan og mga pinakiting shabu nga motimbang og 14. 44 gramos nga may standard drug price nga P98,192. Gawas sa mga pinakiteng shabu, nasakmit ang usa ka motorsiklo nga gigamit sa duha ka mga suspek sa ilang ilegal nga kalihukan ug armas nga kalibre .45 nga pistola nga may pito ka mga bala.","2 sa drug list sikop, armas nasakmit",https://www.sunstar.com.ph/superbalita-cebu/2-sa-drug-list-sikop-armas-nasakmit
1200,Superbalita Cebu,"Jan 20, 2024","Gibana-bana sa kapulisan sa dakbayan sa Sugbo nga nikabat og 250,000 ka mga debotong Katoliko ang ningsalmot sa Walk with Mary nga gisugdan sa alas 2:30 sa kaadlawon, gikan sa Our Lady of Guadalupe paingon sa Fuente Osmeña Rotunda ug niagi sa Osmeña Blvd. paingon sa Basilica Minore del Sto. Niño. Bisan pa sa pagtaligsik, wala kini makabalda sa mga deboto ni Sr. Sto. Niño ug Birhen sa Guadalupe. Matod ni Police Lt. Col. Felisa Baculo, deputy city director for operations sa Cebu City Police Office (CCPO), malinawon ug hapsay ang Walk with Mary. Gisunod nila ang oras nga gitagana nga maabot ang mga imahen sa Basilica alang sa Traslacion. Giestrikto sa kapulisan ang prosisyon diin walay gitugotan nga deboto nga makaduol sa urna aron dili mabalda ang Walk with Mary. “Magpasalamat kami sa kooperasyon sa tanan kay kasabot gyud mi sa gibati sa tanan ilabi na kay kini usa ra gyud ka panghitabo sa usa ka tuig nga gusto gyud moduol, gusto gyud mosulod sa karosa. Nagpasalamat mi sa ilang pagpaminaw, sa atong mga hangyo nga dili lang gyud nato maalihan ang atong karosa ug ma beat ang oras,” matod ni Baculo. Way nadawat nga report ang kapulisan nga dunay nabiktima sa kuot o kaha kawat atol sa kalihukan. Ning nagkaduol na ang Sinulog Grand Parade sa Dominggo, Enero 21, matod ni Baculo, walay hunong ang pagpangandam. Dili pa siya makabutyag kon siyento porsiyento na bang andam ang ilang mga security plan sanglit wala pa hingpit magsugod ang maong kalihukan. Awhag lang niya sa publiko nga motuman lang sa lagda nga ilang iimplementar aron maangkon ang hapsay ug luwas nga Sinulog 2024.",250K ka debotos miapil sa Walk with Mary,https://www.sunstar.com.ph/superbalita-cebu/250k-ka-debotos-miapil-sa-walk-with-mary
1201,Arnold Y. Bustamante,"Jan 20, 2024","Usa ka sakop sa Carbon Police Station nga kabahin sa nilusad og validation bahin sa ilegal nga drugas sa Sitio Romblon, Barangay Inayawan, dakbayan sa Sugbo sa alas 9:45 sa gabii, Huwebes, Enero 18, 2024, gipusil sa suspek. Suwerte nga nagsul-ob og bulletproof vest ang polis ug niungot lang ang bala sa vest apan dunay gamay nga nilapos nga tumoy sa bala hinungdan nga samdan sa dughan si Police Staff Sgt. Badel Avila. Kauban ni Avila sa operasyon mao sila si Staff Sgt. Bato Malaluan, Staff Sgt. Rodrigo Correa, Police Corporal Jherson Malana ug Police Corporal Orland Malandi sa pagpangulo ni Police Lt. Feb Calapiz. Matod pa, samtang naglakaw sila sa sudlonon nga bahin sa Sitio Romblon, ilang nasugatan ang suspek nga si Vince Malasaga Malate Leyes, alyas Amang, 37, nagpuyo sa maong lugar. Kalit kini nga nibunot sa iyang armas dayong pamusil. Hinuon, nasikop sa mga kauban nga polis ni Avila ang suspek human na-trap sa sulod sa balay sa dihang nikagar ang iyang armas nga gigamit. Nakuha sa mga polis ang kalibre .45 nga pistola ug mga pakete sa ilegal nga drugas nga motimbang og 25 gramos nga dunay balor nga P170,000. Samtang, daling gidala si Avila sa tambalanan ug naa na sa luwas nga kahimtang. Nasuta sa kapulisan nga si Leyes gikan na sa Abuyog Penal Farm sa Leyte ug nakagawas human makaserbisyo sa bilanggoan sa iyang kaso nga homicide. Mag-atubang kini karon og laing kaso. Matod ni Police Lt. Col. Felisa Baculo, deputy city director for operation sa Cebu City Police Office (CCPO), nga lehitimo ang maong operasyon human nakig-coordinate ang Carbon Police Station sa Inayawan Police Station subay sa nadawat nga report labot sa drug personality nga maoy nag-supply sa ilegal nga drugas sa Carbon area. “As you know the victim is not from Station 7, niadto sila niadtong lugara in coordination sa atong kapulisan sa Police Station 7 in order to validate some illegal activities in that area particularly illegal drugs,” matod ni Baculo. Una nang gipahimangnoan ang mga polis nga kon molusad og operation, dili mokompyansa human sa nahitabo sa usa ka polis sa Regional PNP Drug Enfocement Unit 7 nga napusilan-patay sa drug personality sa Brgy. Kinasang-an sa milabay’ng tuig.","Polis gipusil, naluwas",https://www.sunstar.com.ph/superbalita-cebu/polis-gipusil-naluwas
1202,Arnold Y. Bustamante,"Jan 20, 2024","Usa ka Ford Explorer nga sakyanan natumba human nibangga sa center island sa N. Bacalso Ave. , dakbayan sa Sugbo atbang sa Cebu South Bus Terminal (CSBT), pasado alas 5:00 sa buntag, Biyernes, Enero 19, 2024. Ang nagmaneho sa maong sports utility vehicle (SUV) giila sa kapulisan nga si Gemon Malayo, hamtong, taga Barangay Lawaan 3, dakbayan sa Talisay. Matod sa polis nga nadestino sa maong dapit, human sa hitabo, kalit nga nikanaug ang drayber ug nisakay og taxi. Nagtuo ang kapulisan nga hayan tungod sa iyang kahadlok. Gidudahan sa kapulisan nga nakatulog o nakatagpilaw ang drayber hinungdan nga nabangga sa center island. Kini nakamugna og kadali nga pagkahuot sa trapiko sa dapit ug atol ning pagsuwat, ang kapulisan nagpahigayon og pakisusi bahin sa hitabo.","Driver ‘nakatug,’ SUV nabangga",https://www.sunstar.com.ph/superbalita-cebu/driver-nakatug-suv-nabangga
1204,Kaiser Jan Fuentes,"Jan 19, 2024","Gidid-an ang mga manindahay sa Sinulog venue lakip sa magsuroysuroy aron mamaligya ngadto sa mga nanan-aw sa Sinulog Grand Parade ug Grand Ritual Showdown sa South Road Properties (SRP) karong Dominggo, Enero 21, 2024. Si Cebu City Mayor Cedie Abangan nipahimangno usab sa mga oportunista nga negosyante nga tuyo nga magpaburot sa presyo sa mga palaliton, sama sa tubig, aron mapahimuslan ang panginahanglan. Samtang, ang mga motorista nga moagi sa Cebu South Coastal Road (CSCR) paingon sa habagatan gitambagan nga moagi sa alternatibong rota karong Dominggo, Enero 21, 2024. Ang Cebu City Government mopatuman og traffic rerouting scheme atol sa adlaw sa Sinulog. Sa press conference sa Huwebes, Enero 18, 2024, si Cebu City Councilor Marilyn Auguis niingon nga ang pikas lane, southbound, sirad-an atol sa adlaw sa Sinulog. “Ang atoang traffic team nakahimo na og plano. We are still going to adjust to accommodate all, and also to ensure nga walay gridlock sama sa miaging tuig,” matod ni Auguis. Si Auguis niingon nga ipatuman ang no stopping policy sa tanang public utility vehicles, apil na ang mga bus. Dugang niya, nakig-istorya sila sa management sa SM Seaside aron tugotan ang mga PUV nga makapakanaug og mga pasahero sa palibot niini. Si Auguis nagkanayon nga usa ka lane sa CSCR sirad-an gikan sa SM Seaside paingon sa El Pardo Road duol sa Il Corso. Dugang pa niya nga ang northbound lane bukas alang sa two-way traffic. Dunay mga signage nga ibutang aron paggiya sa mga motorista.",Manindahay gidid-an sa Sinulog venue sa SRP,https://www.sunstar.com.ph/superbalita-cebu/manindahay-gidid-an-sa-sinulog-venue-sa-srp
1206,Guam P. Logroño,"Jan 19, 2024","Mokabat sa 20 ka mga balay gilamoy sa kayo sa sunog sa Sitio Kawayan, Barangay Quiot, dakbayan sa Sugbo, alas 4:06 sa kaadlawon sa Huwebes, Enero 18, 2024. Si FO1 Cedie Dean Bugaing, imbestigador sa Bureau of Fire Protection (BFP) sa Cebu City nga nahinabi sa Superbalita Cebu sa Huwebes, niingon nga ang sunog nagsugod sa balay nga gipanag-iya sa magtiayong Bernadeth ug Evans Spencer-Maligsa, pulos senior citizens. Ang bana nga si Evans, 75, nakaangkon og 2nd degree burns sa duha ka mga bukton ug 1st degree burns sa liog ug agtang. Wa pa masayri ning pagsuwat kon nganong napaso si Evans. Matod ni Bugaing, giisa nila sa 2nd alarm ang sunog ug na-fire out sa alas 5:02 sa buntag. Dugang niya nga 15 ka mga panimalay ang hingpit nga naugdaw ug lima ang partially burned. Nagbilin kini og danyos nga P1,800,000. Si Xavier Malihan, residente sa dapit nga nahinabi sa Superbalita Cebu, nagkanayon nga nakita niya sa 2nd floor sa may kusina sa balay sa mga Maligsa nagsugod ang kayo. Matod pa, ang magtiayon sayo sa buntag magluto sa ilang pagkaon. Gihulagway ni Malihan nga paspas kaayo nga nikatap ang kayo ug nikaon sa kabalayan nga kasagaran ginama sa mixed sa concrete ug light materials. Atol ning pagsuwat, ang kabomberuhan nagpadayon pa sa ilang imbestigasyon sa hinungdan sa pag-ulbo sa sunog.",20 ka panimalay sa Quiot nasunog,https://www.sunstar.com.ph/superbalita-cebu/20-ka-panimalay-sa-quiot-nasunog
1207,Arnold Y. Bustamante,"Jan 19, 2024","Giangkon sa kapulisan sa dakbayan sa Sugbo nga nakadawat sila og mga report nga dunay mga nabiktima sa budol-budol (matang sa pagpangilad) dapit sa Basilica Minore del Santo Niño nga nagpa-blotter sa barangay, apan wa pay bisan usa nga nidangop sa kapulisan. Matod ni Police Lieutenant Colonel Felisa Baculo, deputy city director for operations sa Cebu City Police Office (CCPO), nga duna na silay nailhan nga usa ka personalidad nga maoy gituohan nga responsabli sa maong modus. Gitinguha nila karon nga madakpan sa labing dali nga panahon aron dili na makabiktima pa og daghan nga mga tawo nga dali rang madala kon pakit-on og kwarta. “Naa nami nailhan diha. Naa nami na identify nga usa ka tawo. So, a matter of time na lang na siya nga madakpan,” matod ni Baculo. PAAGIGiawhag sa kapulisan ang publiko labi na sa mga bisita nga mianhi sa dakbayan sa Sugbo aron motambong sa piyesta nga magmatngon ug dili magpadala sa pasalig nga mangingilad nga makaangkon og dakong kwarta. Kon dunay babaye nga moduol kanila ug mangayo’g tabang ug mopakita’g daghang kwarta, kinahanglan nga moduol dayon og polis nga nadestino sa maong dapit aron maaksyunan dayon ug madakpan. Gihulagway ni Baculo nga taga Sugbo ra ang maong mga mangingilad, wala pa sila maka-monitor nga dunay dayo gikan sa kaulohan. Apan gipahibawo sa police official nga duna nay gitahasan nga mga polis nga maoy naniid niining maong mga kriminal nga posibling wala pa manggawas gikan sa ilang gipuy-an.",‘Budol-budol misiaw’,https://www.sunstar.com.ph/superbalita-cebu/budol-budol-misiaw
1208,Dario V. Gil,"Jan 19, 2024","Suspek sa pagdunggab-patay sa usa ka inahan nga nagpatutoy sa iyang anak nangangkon nga ‘dunay naghunghong’ kaniya niadtong Miyerkules, Enero 17, 2024,alas 7:00 sa buntag, sulod sa balay sa biktima sa Sityo Calugtungan, Barangay Cerdeña, lungsod sa Malabuyoc. . Mao kini ang pangangkon sa suspek nga si Hong Malinao, 53, minyo, bayaw ug silingan sa biktima nga si Dinah Malingin Ebon, 31, dunay kapuyo. Subay sa imbestigasyon sa kapulisan sa Malabuyoc Police ubos sa kamandoan sa ilang hepe nga si Police Capt. Arnie Mallari, nasayran nga ang biktima diha sa ilang balay samtang ang kapuyo niini nagtrabaho sa dakbayan sa Sugbo. Samtang siya nagpatutoy sa iyang duha ka buwan nga anak, kalit nga nisulod ang suspek ug nanunggab sa makadaghang mga higayon gamit ang kutsilyo. Hinuon, wala apila ang masuso. Ang biktima gidali sa pagtabang sa mga kabanay ug gidala sa Malabuyoc District Hospital apan gideklarar nga patay na pag-abot. Samtang, ang suspek nadakpan sa kapulisan sa Malabuyoc nianang alas 11:00 sa buntag nga diha ra sa ilang balay. Si Mallari nagkanayon nga sa iyang pagpangutana sa suspek kon nganong iyang gipatay ang iyang bayaw, igo lang nitubag nga wa siya nakahibawo sa iyang gibuhat. Dason niini nga sa wa pa ang insidente, dunay naghunghong kaniya ug nakadungog og mga katawa nga sama sa nagbugalbugal kaniya. Dugang ni Mallari, sa iyang pagpangutana sa asawa sa suspek, kini nitug-an nga ang iyang bana dunay problema nga di makatulog. Nagduda ang asawa nga nag-antos sa nervous breakdown kun sakit sa pangisip ang iyang bana hinungdan nga nakadungog og bisan unsa na lang ug nabuhat ang krimen. Matod ni Mallari, walay away ug maayo ang relasyon sa suspek tali sa biktima ug pamilya niini. Ang suspek, bisan nangatarungan nga wa siya masayod sa iyang gibuhat ug wa niya planoha ang pagpatay, pasakaan gihapon kini og kasong murder sa kapulisan. /",‘Gihunghongan’ aron mopatay?,https://www.sunstar.com.ph/superbalita-cebu/gihunghongan-aron-mopatay
1210,Arnold Y. Bustamante,"Jan 18, 2024","Duha ang nasikop sa Philippine Drug Enforcement Agency (PDEA) Bohol ug sa Bohol Maritime Police Station sa buy-bust sa Purok 5, Barangay Tangnan, lungsod sa Panglao, alas 7:09 sa gabii sa Martes, Enero 16, 2024. Ang target sa operasyon mao si Dean Jun Enanoria, 25, no. 4 sa provincial target list sa PDEA ug kapulisan sa Bohol. Lakip sa nadakpan ang iyang live-in partner ug gituohan sa kapulisan nga kunsabo sa ilegal nga negosyo nga si Brenda Malonzo, 33, tag-iya og flower shop. Nasakmit ang walo ka pakete sa gituohang shabu nga motimbang og 7 gramos nga dunay estimated market value nga P47,600, apil ang buy bust money nga P510, tulo ka cellphone ug usa ka motorsiklo.","2 sikop sa buy-bust sa Panglao, Bohol",https://www.sunstar.com.ph/superbalita-cebu/2-sikop-sa-buy-bust-sa-panglao-bohol
1212,Kaiser Jan Fuentes,"Jan 18, 2024","Gipadak-an ang premyo sa grand champion sa Sinulog Grand Ritual Showdown karong Dominggo, Enero 21, 2024, sa South Road Properties (SRP) ngadto sa P3 milyunes gikan sa P1 milyon sa miaging tuig. Kini ang gipahibawo ni Cebu City Mayor Cedie Abangan sa press conference sa City Hall sa Miyerkules, Enero 17, 2024. Lakip sa gipatas-an ang premyo sa runners-up. “The prizes for the Grand Showdown have been agreed to be increased, bringing about an exhilarating, shall we say, euphoric effect. We hope that this can continue into the remaining activities,” matod ni Abangan. Ang mayor nipahibawo nga ang enhanced cash prizes ipatuman usab sa Free Interpretation ug Sinulog Based categories. Nitambong usab sa press conference si executive director Elmer “Jojo” Labella sa Sinulog Foundation Inc. (SFI). Ang premyo sa ikaduha nga pwesto gisaka sa P2 milyunes, gikan sa P700,000; samtang ang makadaug sa ikatulong dapit makadawat na og P1. 5 milyunes, kon itandi sa miaging tuig nga P500,000. Samtang ang premyo sa ikaupat nga dapit anaa na sa P1 milyon, itandi sa naunang kantidad nga P300,000; ang premyo sa ikalimang dapit misaka ngadto sa P750,000 gikan sa kanhi P200,000. Wala hinuon nipahibawo og kausaban si Abangan sa mga premyo sa ubang mga kompetisyon, apil na ang street dancing alang sa Grand Parade. “The incoming and the ensuing still more of exhilarating activities to look forward to and bringing more of Senior Santo Niño’s miracle and puting all of this together,” dason ni Abangan. VENUESa dihang gipangutana bahin sa status sa venue, si Abangan nitug-an sa SunStar Cebu nga “we never stop to make it ready. ”Matod niya nga andam na kini sa dili pa ang Dominggo, bisan pa, padayon silang “mag-andam” hangtod nga dili pa mahuman ang kalihukan. Giklaro ni Abangan nga ang magtigi nga mga contigent nagsugod na sa ilang blockings ug performance practices sa venue niini sa SRP sugod duha ka semana ang milabay. Sugod sa Enero 16, adunay 14 ka nagtigi nga contingents sa Grand Parade ug Grand Ritual Showdown, diin duha sa mga magtigi alang sa mga premyo sa out-of-town.",P3M premyo sa grand champion sa Sinulog,https://www.sunstar.com.ph/superbalita-cebu/p3m-premyo-sa-grand-champion-sa-sinulog
1213,Guam P. Logroño,"Jan 18, 2024","Tungod sa P500, usa ka babaye nasikop sa entrapment operation sa Sitio San Roque Kawayan, Barangay Lahug, dakbayan sa Sugbo, alas 3:10 sa hapon sa Biyernes, Enero 12, 2024. Si Jolina (di tinuod niyang ngan), 18, dunay kapuyo, nagpuyo sa nahisgutang lugar, napusasan atol sa entrapment operation sa mga sakop sa Regional Anti-Cyber Crime Units (RACU 7). Ang operasyon sa Miyerkules, Enero 17 na gibutyag sa kapulisan. Gihimo ang operasyon tungod sa reklamo ug pagpangayo og tabang ni Alexandria (dili tinuod nga ngan), 19, tinun-an sa 2nd year college, taga Barangay Labangon, dakbayan sa Sugbo. Si Patrolwoman Daphne Maluping, imbestigador sa RACU 7 nga nahinabi sa Superbalita Cebu sa Miyerkules, nagkanayon nga niadtong Enero 11, 2024, nangayo og panabang kanila ang biktima. Matod ni Maluping, si Alexandria gihulga pinaagi sa Messenger ni Jolina. Si Jolina niadto pang milabay nga tuig giingong nanghulga kaniya nga kon dili mohatag og kwarta, ipakatap sa social media ang hubo nga hulagway ug sex video sa biktima. Nahibaw-an sa RACU 7 nga ang hubo nga hulagway ug sex video iya sa biktima ug 2nd degree cousin sa suspek. Ang lalaki nga giingong kauban sa biktima sa sex video mao usab karon ang live-in partner sa suspek. Matod pa, upat ka bulan nga gi-antos sa biktima ang pagpanghulga sa suspek. “Mo-demand siya’g P1500, P1K. Okay ra sab kon P500 pinaagi sa chat. Unya kon dili makahatag, mohulga’ng i-post ang hubo nga hulagway ug video,” matod ni Maluping. Tungod niini, gihimo ang entrapment operation sa RACU 7. Ang biktima niadto sa dapit diin maoy mando sa suspek. Samtang nagbarog ang biktima, giduol kini sa suspek. Nag-istorya ang duha ug gihatag sa biktima ang P500 ug ning higayuna, gisignit dayon sa mga sakop sa RACU7 ang suspek. Ang suspek nga napusasan naghilak nga nangayo og pasaylo. Apan gipasakaan siya og kasong kalapasan sa Article 294 sa Revised Penal Code, Robbery with violence against or intimidation of persons. . , Republic Act 9995 o Anti-Photo and Video Voyeurism Act of 2009, ug ang tanan kabahin sa RA 10175 o Cybercrime Prevention Act of 2012. Matod ni Maluping, posibleng selos usab ang motibo sa suspek. Matod pa, nakuykoyan sa suspek sa Messenger ang kaagi sa iyang kapuyo ug biktima hinungdan sa iyang kalagot busa gihimo ang pag-blackmail. Subay niini, giawhag sa RACU 7 kadtong ubang mga biktima nga mo-report sa ilang buhatan aron mahimoan og aksyon.",Babaye mi-blackmail na-entrap,https://www.sunstar.com.ph/superbalita-cebu/babaye-mi-blackmail-na-entrap
